project,access,cc,is_constructor,method_fen,class_name,method_name,params_types,file,line_number,coverage_status,full_coverage,not_full_reasons,line_cov_summary,instr_cov_summary,branch_cov_summary,tests,calls
lang3.20,private,7,False,"org.apache.commons.lang3.reflect.TypeUtils.unrollVariableAssignments(TypeVariable<?>,Map<TypeVariable<?>,Type>)",org.apache.commons.lang3.reflect.TypeUtils,unrollVariableAssignments,"TypeVariable<?>,Map<TypeVariable<?>,Type>",org/apache/commons/lang3/reflect/TypeUtils.java,1640,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),78,0
lang3.20,private,7,False,org.apache.commons.lang3.reflect.TypeUtils.wildcardTypeToString(WildcardType),org.apache.commons.lang3.reflect.TypeUtils,wildcardTypeToString,WildcardType,org/apache/commons/lang3/reflect/TypeUtils.java,1711,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),85,0
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(CharBuffer,int,int)",org.apache.commons.lang3.text.StrBuilder,append,"CharBuffer,int,int",org/apache/commons/lang3/text/StrBuilder.java,443,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (170/171),99.1% (806/813),99.1% (113/114),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(StrBuilder,int,int)",org.apache.commons.lang3.text.StrBuilder,append,"StrBuilder,int,int",org/apache/commons/lang3/text/StrBuilder.java,598,ok,False,line_not_full;instr_not_full;branch_not_full,99.4% (170/171),99.1% (806/813),99.1% (113/114),291,0
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(String,int,int)",org.apache.commons.lang3.text.StrBuilder,append,"String,int,int",org/apache/commons/lang3/text/StrBuilder.java,647,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(StringBuffer,int,int)",org.apache.commons.lang3.text.StrBuilder,append,"StringBuffer,int,int",org/apache/commons/lang3/text/StrBuilder.java,709,"coverage-error:unclosed token: line 1, column 2359273",False,"status=coverage-error:unclosed token: line 1, column 2359273",% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(StringBuilder,int,int)",org.apache.commons.lang3.text.StrBuilder,append,"StringBuilder,int,int",org/apache/commons/lang3/text/StrBuilder.java,760,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.append(char[],int,int)",org.apache.commons.lang3.text.StrBuilder,append,"char[],int,int",org/apache/commons/lang3/text/StrBuilder.java,390,"coverage-error:unclosed token: line 1, column 2351086",False,"status=coverage-error:unclosed token: line 1, column 2351086",% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.text.StrBuilder.insert(int,char[],int,int)",org.apache.commons.lang3.text.StrBuilder,insert,"int,char[],int,int",org/apache/commons/lang3/text/StrBuilder.java,2168,ok,False,line_not_full;instr_not_full;branch_not_full,98.5% (65/66),98.4% (366/372),96.2% (25/26),236,0
lang3.20,private,7,False,"org.apache.commons.lang3.text.StrBuilder.replaceImpl(StrMatcher,String,int,int,int)",org.apache.commons.lang3.text.StrBuilder,replaceImpl,"StrMatcher,String,int,int,int",org/apache/commons/lang3/text/StrBuilder.java,2712,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,7,False,"org.apache.commons.lang3.text.WordUtils.capitalize(String,char[])",org.apache.commons.lang3.text.WordUtils,capitalize,"String,char[]",org/apache/commons/lang3/text/WordUtils.java,95,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (13/14),91.1% (51/56),75.0% (9/12),4,3
lang3.20,public,7,False,org.apache.commons.lang3.text.WordUtils.swapCase(String),org.apache.commons.lang3.text.WordUtils,swapCase,String,org/apache/commons/lang3/text/WordUtils.java,318,ok,False,branch_not_full,100.0% (16/16),100.0% (63/63),91.7% (11/12),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.text.WordUtils.uncapitalize(String,char[])",org.apache.commons.lang3.text.WordUtils,uncapitalize,"String,char[]",org/apache/commons/lang3/text/WordUtils.java,391,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (13/14),91.1% (51/56),75.0% (9/12),0,0
lang3.20,public,7,False,"org.apache.commons.lang3.text.translate.UnicodeEscaper.translate(int,Writer)",org.apache.commons.lang3.text.translate.UnicodeEscaper,translate,"int,Writer",org/apache/commons/lang3/text/translate/UnicodeEscaper.java,118,ok,False,line_not_full;instr_not_full,92.3% (12/13),91.5% (65/71),100.0% (12/12),9,0
lang3.20,private,6,False,"org.apache.commons.lang3.AnnotationUtils.memberEquals(Class<?>,Object,Object)",org.apache.commons.lang3.AnnotationUtils,memberEquals,"Class<?>,Object,Object",org/apache/commons/lang3/AnnotationUtils.java,307,"coverage-error:unclosed token: line 1, column 2359294",False,"status=coverage-error:unclosed token: line 1, column 2359294",% (/),% (/),% (/),,
lang3.20,private,6,False,"org.apache.commons.lang3.ArrayUtils.add(Object,int,Object,Class<?>)",org.apache.commons.lang3.ArrayUtils,add,"Object,int,Object,Class<?>",org/apache/commons/lang3/ArrayUtils.java,659,ok,False,line_not_full;instr_not_full;branch_not_full,95.7% (44/46),96.0% (240/250),75.0% (6/8),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.ArrayUtils.addAll(T[],T[])",org.apache.commons.lang3.ArrayUtils,addAll,"T[],T[]",org/apache/commons/lang3/ArrayUtils.java,1118,ok,False,line_not_full;instr_not_full;branch_not_full,92.3% (72/78),90.5% (313/346),92.1% (35/38),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.ArrayUtils.indexOf(double[],double,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"double[],double,int",org/apache/commons/lang3/ArrayUtils.java,2542,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),376,24
lang3.20,public,6,False,"org.apache.commons.lang3.ArrayUtils.indexOf(float[],float,int)",org.apache.commons.lang3.ArrayUtils,indexOf,"float[],float,int",org/apache/commons/lang3/ArrayUtils.java,2620,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.ArrayUtils.lastIndexOf(char[],char,int)",org.apache.commons.lang3.ArrayUtils,lastIndexOf,"char[],char,int",org/apache/commons/lang3/ArrayUtils.java,3936,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.BooleanUtils.toBoolean(Integer,Integer,Integer)",org.apache.commons.lang3.BooleanUtils,toBoolean,"Integer,Integer,Integer",org/apache/commons/lang3/BooleanUtils.java,465,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (26/28),95.7% (90/94),93.8% (30/32),152,20
lang3.20,public,6,False,"org.apache.commons.lang3.BooleanUtils.toBoolean(String,String,String)",org.apache.commons.lang3.BooleanUtils,toBoolean,"String,String,String",org/apache/commons/lang3/BooleanUtils.java,528,ok,False,line_not_full;instr_not_full;branch_not_full,92.9% (26/28),95.7% (90/94),93.8% (30/32),0,0
lang3.20,private,6,False,org.apache.commons.lang3.CharRange.prepareNext(),org.apache.commons.lang3.CharRange,prepareNext,,org/apache/commons/lang3/CharRange.java,100,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,package-private,6,False,"org.apache.commons.lang3.CharSequenceUtils.indexOf(CharSequence,CharSequence,int)",org.apache.commons.lang3.CharSequenceUtils,indexOf,"CharSequence,CharSequence,int",org/apache/commons/lang3/CharSequenceUtils.java,49,ok,False,line_not_full;instr_not_full;branch_not_full,96.3% (26/27),94.0% (110/117),89.3% (25/28),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.Conversion.byteArrayToLong(byte[],int,long,int,int)",org.apache.commons.lang3.Conversion,byteArrayToLong,"byte[],int,long,int,int",org/apache/commons/lang3/Conversion.java,422,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.StringUtils.lastIndexOfAny(CharSequence,CharSequence[])",org.apache.commons.lang3.StringUtils,lastIndexOfAny,"CharSequence,CharSequence[]",org/apache/commons/lang3/StringUtils.java,4917,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.StringUtils.mid(String,int,int)",org.apache.commons.lang3.StringUtils,mid,"String,int,int",org/apache/commons/lang3/StringUtils.java,5330,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,org.apache.commons.lang3.StringUtils.swapCase(String),org.apache.commons.lang3.StringUtils,swapCase,String,org/apache/commons/lang3/StringUtils.java,8599,ok,False,branch_not_full,100.0% (16/16),100.0% (59/59),90.0% (9/10),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.Strings.compare(String,String)",org.apache.commons.lang3.Strings,compare,"String,String",org/apache/commons/lang3/Strings.java,98,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.Strings.compare(String,String)",org.apache.commons.lang3.Strings,compare,"String,String",org/apache/commons/lang3/Strings.java,205,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,6,False,org.apache.commons.lang3.builder.ReflectionDiffBuilder.accept(Field),org.apache.commons.lang3.builder.ReflectionDiffBuilder,accept,Field,org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,180,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.builder.ToStringStyle.appendToString(StringBuffer,String)",org.apache.commons.lang3.builder.ToStringStyle,appendToString,"StringBuffer,String",org/apache/commons/lang3/builder/ToStringStyle.java,1732,ok,False,line_not_full;instr_not_full;branch_not_full,88.9% (8/9),92.3% (36/39),80.0% (8/10),0,0
lang3.20,public,6,False,org.apache.commons.lang3.exception.DefaultExceptionContext.getFormattedExceptionMessage(String),org.apache.commons.lang3.exception.DefaultExceptionContext,getFormattedExceptionMessage,String,org/apache/commons/lang3/exception/DefaultExceptionContext.java,105,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,6,False,"org.apache.commons.lang3.math.NumberUtils.withDecimalsParsing(String,int)",org.apache.commons.lang3.math.NumberUtils,withDecimalsParsing,"String,int",org/apache/commons/lang3/math/NumberUtils.java,1775,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,6,False,org.apache.commons.lang3.reflect.TypeUtils.findRecursiveTypes(ParameterizedType),org.apache.commons.lang3.reflect.TypeUtils,findRecursiveTypes,ParameterizedType,org/apache/commons/lang3/reflect/TypeUtils.java,554,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.reflect.TypeUtils.isInstance(Object,Type)",org.apache.commons.lang3.reflect.TypeUtils,isInstance,"Object,Type",org/apache/commons/lang3/reflect/TypeUtils.java,1275,ok,False,instr_not_full;branch_not_full,100.0% (3/3),91.3% (21/23),87.5% (7/8),0,0
lang3.20,public,6,False,"org.apache.commons.lang3.reflect.TypeUtils.typesSatisfyVariables(Map<TypeVariable<?>,Type>)",org.apache.commons.lang3.reflect.TypeUtils,typesSatisfyVariables,"Map<TypeVariable<?>,Type>",org/apache/commons/lang3/reflect/TypeUtils.java,1566,ok,False,line_not_full;instr_not_full;branch_not_full,33.3% (3/9),25.0% (13/52),16.7% (1/6),0,0
lang3.20,private,6,False,"org.apache.commons.lang3.text.ExtendedMessageFormat.parseFormatDescription(String,ParsePosition)",org.apache.commons.lang3.text.ExtendedMessageFormat,parseFormatDescription,"String,ParsePosition",org/apache/commons/lang3/text/ExtendedMessageFormat.java,374,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,6,False,org.apache.commons.lang3.text.StrBuilder.append(CharSequence),org.apache.commons.lang3.text.StrBuilder,append,CharSequence,org/apache/commons/lang3/text/StrBuilder.java,474,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,org.apache.commons.lang3.text.StrBuilder.equalsIgnoreCase(StrBuilder),org.apache.commons.lang3.text.StrBuilder,equalsIgnoreCase,StrBuilder,org/apache/commons/lang3/text/StrBuilder.java,1894,ok,False,line_not_full;instr_not_full;branch_not_full,91.7% (11/12),85.1% (40/47),70.0% (7/10),303,0
lang3.20,public,6,False,"org.apache.commons.lang3.text.StrBuilder.lastIndexOf(StrMatcher,int)",org.apache.commons.lang3.text.StrBuilder,lastIndexOf,"StrMatcher,int",org/apache/commons/lang3/text/StrBuilder.java,2392,ok,False,line_not_full;instr_not_full;branch_not_full,50.0% (10/20),53.0% (53/100),44.4% (8/18),280,0
lang3.20,public,6,False,org.apache.commons.lang3.text.StrBuilder.readFrom(Readable),org.apache.commons.lang3.text.StrBuilder,readFrom,Readable,org/apache/commons/lang3/text/StrBuilder.java,2492,ok,False,line_not_full;instr_not_full;branch_not_full,77.3% (17/22),87.2% (102/117),75.0% (6/8),0,0
lang3.20,public,6,False,org.apache.commons.lang3.text.StrBuilder.startsWith(String),org.apache.commons.lang3.text.StrBuilder,startsWith,String,org/apache/commons/lang3/text/StrBuilder.java,2864,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,"org.apache.commons.lang3.text.translate.NumericEntityEscaper.translate(int,Writer)",org.apache.commons.lang3.text.translate.NumericEntityEscaper,translate,"int,Writer",org/apache/commons/lang3/text/translate/NumericEntityEscaper.java,106,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,6,False,org.apache.commons.lang3.time.DurationFormatUtils.equals(Object),org.apache.commons.lang3.time.DurationFormatUtils,equals,Object,org/apache/commons/lang3/time/DurationFormatUtils.java,128,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,6,False,org.apache.commons.lang3.time.FastTimeZone.getGmtTimeZone(String),org.apache.commons.lang3.time.FastTimeZone,getGmtTimeZone,String,org/apache/commons/lang3/time/FastTimeZone.java,49,ok,False,line_not_full;instr_not_full;branch_not_full,90.9% (10/11),78.7% (37/47),80.0% (8/10),0,0
lang3.20,public,5,False,org.apache.commons.lang3.AnnotationUtils.hashCode(Annotation),org.apache.commons.lang3.AnnotationUtils,hashCode,Annotation,org/apache/commons/lang3/AnnotationUtils.java,239,ok,False,line_not_full;instr_not_full;branch_not_full,27.3% (3/11),34.5% (20/58),25.0% (1/4),12,2
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.indexOf(double[],double,int,double)",org.apache.commons.lang3.ArrayUtils,indexOf,"double[],double,int,double",org/apache/commons/lang3/ArrayUtils.java,2575,ok,False,instr_not_full;branch_not_full,100.0% (81/81),98.2% (327/333),92.1% (70/76),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.swap(boolean[],int,int,int)",org.apache.commons.lang3.ArrayUtils,swap,"boolean[],int,int,int",org/apache/commons/lang3/ArrayUtils.java,8306,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.swap(char[],int,int,int)",org.apache.commons.lang3.ArrayUtils,swap,"char[],int,int,int",org/apache/commons/lang3/ArrayUtils.java,8432,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.swap(long[],int,int,int)",org.apache.commons.lang3.ArrayUtils,swap,"long[],int,int,int",org/apache/commons/lang3/ArrayUtils.java,8685,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Boolean[],boolean)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Boolean[],boolean",org/apache/commons/lang3/ArrayUtils.java,9095,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Byte[],byte)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Byte[],byte",org/apache/commons/lang3/ArrayUtils.java,9144,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),677,40
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Character[],char)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Character[],char",org/apache/commons/lang3/ArrayUtils.java,9193,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Double[],double)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Double[],double",org/apache/commons/lang3/ArrayUtils.java,9242,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),59,59
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Float[],float)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Float[],float",org/apache/commons/lang3/ArrayUtils.java,9291,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Integer[],int)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Integer[],int",org/apache/commons/lang3/ArrayUtils.java,9340,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Long[],long)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Long[],long",org/apache/commons/lang3/ArrayUtils.java,9389,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.ArrayUtils.toPrimitive(Short[],short)",org.apache.commons.lang3.ArrayUtils,toPrimitive,"Short[],short",org/apache/commons/lang3/ArrayUtils.java,9481,ok,False,line_not_full;instr_not_full;branch_not_full,94.7% (142/150),93.2% (547/587),93.5% (116/124),668,35
lang3.20,public,5,False,org.apache.commons.lang3.CachedRandomBits.nextBits(int),org.apache.commons.lang3.CachedRandomBits,nextBits,int,org/apache/commons/lang3/CachedRandomBits.java,101,ok,False,instr_not_full;branch_not_full,100.0% (16/16),86.8% (79/91),66.7% (4/6),7,0
lang3.20,public,5,False,org.apache.commons.lang3.CharRange.equals(Object),org.apache.commons.lang3.CharRange,equals,Object,org/apache/commons/lang3/CharRange.java,280,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.ClassUtils.next(),org.apache.commons.lang3.ClassUtils,next,,org/apache/commons/lang3/ClassUtils.java,1161,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),143,0
lang3.20,public,5,False,org.apache.commons.lang3.Range.intersectionWith(Range<T>),org.apache.commons.lang3.Range,intersectionWith,Range<T>,org/apache/commons/lang3/Range.java,405,ok,False,line_not_full;instr_not_full;branch_not_full,85.7% (6/7),73.2% (41/56),75.0% (6/8),65,0
lang3.20,protected,5,False,org.apache.commons.lang3.SerializationUtils.resolveClass(ObjectStreamClass),org.apache.commons.lang3.SerializationUtils,resolveClass,ObjectStreamClass,org/apache/commons/lang3/SerializationUtils.java,86,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.StringEscapeUtils.translate(CharSequence,int,Writer)",org.apache.commons.lang3.StringEscapeUtils,translate,"CharSequence,int,Writer",org/apache/commons/lang3/StringEscapeUtils.java,79,"coverage-error:unclosed token: line 1, column 40926",False,"status=coverage-error:unclosed token: line 1, column 40926",% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.StringUtils.chop(String),org.apache.commons.lang3.StringUtils,chop,String,org/apache/commons/lang3/StringUtils.java,753,ok,False,line_not_full;instr_not_full;branch_not_full,90.9% (10/11),68.2% (30/44),62.5% (5/8),0,0
lang3.20,public,5,False,org.apache.commons.lang3.StringUtils.isNumericSpace(CharSequence),org.apache.commons.lang3.StringUtils,isNumericSpace,CharSequence,org/apache/commons/lang3/StringUtils.java,3750,"coverage-error:unclosed token: line 1, column 2367474",False,"status=coverage-error:unclosed token: line 1, column 2367474",% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.StringUtils.substringAfterLast(String,String)",org.apache.commons.lang3.StringUtils,substringAfterLast,"String,String",org/apache/commons/lang3/StringUtils.java,8322,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.Strings.contains(CharSequence,CharSequence)",org.apache.commons.lang3.Strings,contains,"CharSequence,CharSequence",org/apache/commons/lang3/Strings.java,113,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.Strings.containsAny(ToBooleanBiFunction<CharSequence,CharSequence>,CharSequence,CharSequence[])",org.apache.commons.lang3.Strings,containsAny,"ToBooleanBiFunction<CharSequence,CharSequence>,CharSequence,CharSequence[]",org/apache/commons/lang3/Strings.java,295,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.Strings.equals(CharSequence,CharSequence)",org.apache.commons.lang3.Strings,equals,"CharSequence,CharSequence",org/apache/commons/lang3/Strings.java,128,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,public,5,False,org.apache.commons.lang3.builder.ReflectionToStringBuilder.toString(),org.apache.commons.lang3.builder.ReflectionToStringBuilder,toString,,org/apache/commons/lang3/builder/ReflectionToStringBuilder.java,844,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.concurrent.AtomicSafeInitializer.get(),org.apache.commons.lang3.concurrent.AtomicSafeInitializer,get,,org/apache/commons/lang3/concurrent/AtomicSafeInitializer.java,127,ok,False,line_not_full;instr_not_full;branch_not_full,0.0% (0/9),0.0% (0/41),0.0% (0/6),4,0
lang3.20,private,5,False,org.apache.commons.lang3.concurrent.BasicThreadFactory.initializeThread(Thread),org.apache.commons.lang3.concurrent.BasicThreadFactory,initializeThread,Thread,org/apache/commons/lang3/concurrent/BasicThreadFactory.java,353,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),21,0
lang3.20,public,5,False,org.apache.commons.lang3.concurrent.Memoizer.compute(I),org.apache.commons.lang3.concurrent.Memoizer,compute,I,org/apache/commons/lang3/concurrent/Memoizer.java,123,ok,False,line_not_full;instr_not_full,50.0% (5/10),60.0% (21/35),100.0% (2/2),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.exception.ExceptionUtils.getCauseUsingMethodName(Throwable,String)",org.apache.commons.lang3.exception.ExceptionUtils,getCauseUsingMethodName,"Throwable,String",org/apache/commons/lang3/exception/ExceptionUtils.java,253,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),96,0
lang3.20,package-private,5,False,org.apache.commons.lang3.exception.ExceptionUtils.getStackFrameList(Throwable),org.apache.commons.lang3.exception.ExceptionUtils,getStackFrameList,Throwable,org/apache/commons/lang3/exception/ExceptionUtils.java,401,ok,False,branch_not_full,100.0% (15/15),100.0% (50/50),87.5% (7/8),0,0
lang3.20,public,5,False,org.apache.commons.lang3.math.Fraction.getFraction(String),org.apache.commons.lang3.math.Fraction,getFraction,String,org/apache/commons/lang3/math/Fraction.java,264,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,"org.apache.commons.lang3.math.Fraction.getFraction(int,int)",org.apache.commons.lang3.math.Fraction,getFraction,"int,int",org/apache/commons/lang3/math/Fraction.java,193,ok,False,line_not_full;instr_not_full;branch_not_full,97.3% (73/75),97.2% (311/320),90.9% (40/44),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.math.NumberUtils.getMantissa(String,int)",org.apache.commons.lang3.math.NumberUtils,getMantissa,"String,int",org/apache/commons/lang3/math/NumberUtils.java,498,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,public,5,False,org.apache.commons.lang3.math.NumberUtils.isParsable(String),org.apache.commons.lang3.math.NumberUtils,isParsable,String,org/apache/commons/lang3/math/NumberUtils.java,726,ok,False,line_not_full;instr_not_full;branch_not_full,88.9% (8/9),88.2% (30/34),87.5% (7/8),189,4
lang3.20,package-private,5,False,org.apache.commons.lang3.reflect.MemberUtils.setAccessibleWorkaround(T),org.apache.commons.lang3.reflect.MemberUtils,setAccessibleWorkaround,T,org/apache/commons/lang3/reflect/MemberUtils.java,322,ok,False,line_not_full;instr_not_full;branch_not_full,62.5% (5/8),88.7% (47/53),75.0% (3/4),0,0
lang3.20,public,5,False,"org.apache.commons.lang3.reflect.MethodUtils.getAccessibleMethod(Class<?>,Method)",org.apache.commons.lang3.reflect.MethodUtils,getAccessibleMethod,"Class<?>,Method",org/apache/commons/lang3/reflect/MethodUtils.java,110,ok,False,line_not_full;instr_not_full;branch_not_full,60.0% (6/10),55.6% (25/45),62.5% (5/8),0,0
lang3.20,public,5,False,org.apache.commons.lang3.reflect.TypeLiteral.equals(Object),org.apache.commons.lang3.reflect.TypeLiteral,equals,Object,org/apache/commons/lang3/reflect/TypeLiteral.java,98,ok,False,line_not_full;instr_not_full;branch_not_full,0.0% (0/6),0.0% (0/19),0.0% (0/4),0,0
lang3.20,private,5,False,org.apache.commons.lang3.reflect.TypeUtils.classToString(Class<T>),org.apache.commons.lang3.reflect.TypeUtils,classToString,Class<T>,org/apache/commons/lang3/reflect/TypeUtils.java,347,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),77,0
lang3.20,public,5,False,org.apache.commons.lang3.reflect.TypeUtils.isArrayType(Type),org.apache.commons.lang3.reflect.TypeUtils,isArrayType,Type,org/apache/commons/lang3/reflect/TypeUtils.java,924,error(rc=1),False,status=error(rc=1),% (/),% (/),% (/),,
lang3.20,private,5,False,org.apache.commons.lang3.reflect.TypeUtils.isCyclical(Class<?>),org.apache.commons.lang3.reflect.TypeUtils,isCyclical,Class<?>,org/apache/commons/lang3/reflect/TypeUtils.java,1257,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.reflect.TypeUtils.substituteTypeVariables(Type,Map<TypeVariable<?>,Type>)",org.apache.commons.lang3.reflect.TypeUtils,substituteTypeVariables,"Type,Map<TypeVariable<?>,Type>",org/apache/commons/lang3/reflect/TypeUtils.java,1488,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),0,0
lang3.20,private,5,False,"org.apache.commons.lang3.text.ExtendedMessageFormat.appendQuotedString(String,ParsePosition,StringBuilder)",org.apache.commons.lang3.text.ExtendedMessageFormat,appendQuotedString,"String,ParsePosition,StringBuilder",org/apache/commons/lang3/text/ExtendedMessageFormat.java,148,method-lines-missing,False,status=method-lines-missing,% (/),% (/),% (/),17,0
lang3.20,public,5,False,org.apache.commons.lang3.text.ExtendedMessageFormat.equals(Object),org.apache.commons.lang3.text.ExtendedMessageFormat,equals,Object,org/apache/commons/lang3/text/ExtendedMessageFormat.java,258,ok,False,line_not_full;instr_not_full;branch_not_full,87.5% (7/8),91.4% (32/35),70.0% (7/10),0,0
